color,city,screename,text,latitude,longitude,created_at
small_purple,Houston,dandersonsmiles,awkotaco 🍕,29.393,-94.9268,2013-04-24 04:59:59
small_purple,Houston,ohnanette,angelesyeneby girl its the best feeling ever once she knows lol,29.8916,-95.4097,2013-04-24 05:45:15
small_purple,Houston,_Martinez10,lmfao he childish,29.7675,-95.4025,2013-04-24 05:47:31
small_purple,Houston,ctjakflorez,kiddnation kiddkraddick kidd kraddick is going to double my pay today,29.4981,-95.1032,2013-04-24 10:45:22
small_purple,Houston,Tee_AllenSpears,this some bull,30.3445,-97.6118,2013-04-24 12:44:37
small_purple,Houston,martinez_vic,who knew schools have wi fi cheekygrin,29.8095,-95.9671,2013-04-24 12:44:23
small_purple,Houston,Daisy_Vazqz,gayyyyy,30.1685,-95.4456,2013-04-24 12:47:36
small_purple,Houston,ohimjuju,future the best artist alive right now,29.7219,-95.6569,2013-04-24 14:46:14
small_purple,Houston,killenthegame,this should be fun,30.1602,-96.4071,2013-04-24 14:47:07
small_purple,Houston,naborm,nofilter donjuan  juan in a million httptcodfjg84jaqd,30.2553,-97.7191,2013-04-24 15:47:40
small_purple,Houston,mhnaci_12,i woke up in a new bugatti ,30.9476,-95.9154,2013-04-24 17:47:04
small_purple,Houston,mikegreen66,glenndavissoc thought he should have gotten at least 15 games considering its his second offense,29.3845,-94.8975,2013-04-24 18:44:20
small_purple,Houston,60JJbaby,im right here if u want me,30.3218,-97.6961,2013-04-24 18:45:52
small_purple,Houston,ClapsForSilly,guys should not have long nails it so gross,28.82,-96.9564,2013-04-24 18:47:21
small_purple,Houston,jaslinenicole,that nap did me bad,28.8372,-96.9594,2013-04-24 19:44:33
small_purple,Houston,proathout,watching a bbc documentary about van goghs relationship with sunflowers classic brits,29.7407,-95.4262,2013-04-24 19:46:58
small_purple,Houston,AHop_,i wanna jail break my phone,29.7967,-95.1858,2013-04-24 19:47:45
small_purple,Houston,caseydbrown09,sterlingkaylyn lmao meet joe black u ever seen it haha,30.1966,-94.7175,2013-04-24 19:47:45
small_purple,Houston,Misschristitaa,its my life i get to do whatever the fuck i want with it,30.4603,-97.6319,2013-04-24 20:47:05
small_purple,Houston,jmar1992,sucking on my titties like you wanted me calling me peaches ftpa,29.7485,-95.3697,2013-04-24 21:47:04
small_purple,Houston,its_gisselleeee,i got a women crush wednesday to out today briannarico,30.0828,-94.1573,2013-04-24 21:47:20
small_purple,Houston,itshenrry,good day,29.7071,-95.8238,2013-04-24 21:47:34
small_purple,Houston,fscker,mlbjesus i have arrived /
bless this mets soul httptcoatuafh5eyx isnt there a facebook site that says this dog is abused,29.7257,-95.5376,2013-04-24 22:47:32
small_purple,Houston,MisssMonica,stones taught me to fly and love taught me to lie,30.4669,-97.5715,2013-04-24 23:45:11
small_purple,Houston,MoCityMatt,imlalaahoex fb,29.5897,-95.521,2013-04-24 23:45:12
small_purple,Houston,davidfneri,tfortinaaa nice,29.6613,-95.2795,2013-04-24 23:45:40
small_purple,Houston,BeautyOfMars,to many dissapointments  i dont need more ,29.8887,-95.7031,2013-04-24 23:47:37
small_purple,Houston,RipDedrick,i stayed down from day one so its fuck all yall niggas except my niggas,29.6232,-95.385,2013-04-24 23:48:10
small_purple,Houston,MisssMonica,“chuckiexo petition to ban these damn shoes httptcojxpupntnrw” i second this,30.467,-97.5713,2013-04-24 23:48:15
small_purple,Houston,alexisgrose,medinac23 connor6hamilton omg im going to kill you chance oo,30.1644,-97.1351,2013-04-25 00:44:44
small_purple,Houston,sherr1107,jaaguillon its awesome haha i always get the same thing neverfails,30.3172,-97.7108,2013-04-25 00:45:01
small_purple,Houston,kacietuerck,i need to find a man just like my daddy ❤,30.9989,-97.3066,2013-04-25 00:47:00
small_purple,Houston,Oyitosz_Nigga, sight,29.965,-95.2332,2013-04-25 00:47:54
small_purple,Houston,xRollEmPretty,my dog be all over ne now for sum reason,30.5838,-96.2916,2013-04-25 01:44:33
small_purple,Houston,Alex__Herrera7,come on son come ooooooon son,29.857,-95.6528,2013-04-25 01:46:03
small_purple,Houston,alrightkoolaid,i just realized i have no life  some one feel sorry for me please,29.5602,-95.2737,2013-04-25 01:47:03
small_purple,Houston,Texasheart_,really glad i had gladysmartine26 to talk to today 😘,29.7748,-95.1847,2013-04-25 01:47:15
small_purple,Houston,Tampsz_chik,chillingg withh kloee  shee soo cutee httptcofxlr6c600c,29.6862,-95.2033,2013-04-25 03:44:37
small_purple,Houston,youngstunnna_97,singlebecause im not worth it amp im not good enough,30.1693,-97.7462,2013-04-25 03:45:43
small_purple,Houston,ElectraTits,“gnarbitch pitbull is a little bitch” lil b doesnt approve of this,29.8833,-95.6093,2013-04-25 03:46:34
small_purple,Houston,AdrianaEuceda,crod11 lol mean  lol amp okay ,29.8256,-95.7256,2013-04-25 03:47:18
small_purple,Houston,UniqueTreee,jaydreal what you mean,29.7297,-95.6058,2013-04-25 03:48:02
small_purple,Houston,JacKillahBeast,when i had my first real convo with jorge i looked like crap ampampampamp he was in a wolverine costume/
/
i do love me some wolverine lol,29.9234,-95.4827,2013-04-25 04:45:31
small_purple,Houston,Kaytiiii,django unchained is awesome and im not even halfway into the movie but we cant see out of these fuckin holes in the bags,30.4103,-97.7027,2013-04-25 04:46:19
small_purple,Houston,Halie_Alice,erinlacypink you freaking need to,31.6408,-94.4621,2013-04-25 04:46:29
small_purple,Houston,mister7sister,home sweet bed  haus of star httptcogs8dk4uzpa,29.888,-95.5145,2013-04-25 04:46:43
small_purple,Houston,bballchik_vante,i was in the middle of tweeting you and forgot meikarochelle,29.2955,-97.1478,2013-04-25 04:48:26
small_purple,Houston,CM_Assassian,okayyjazz well damn that sucks lol,30.1624,-96.4091,2013-04-25 04:49:22
small_purple,Houston,JacKillahBeast,we were ugly together thennnnnn we got older lmfao,29.9233,-95.4828,2013-04-25 05:47:21
small_purple,Houston,JScrogginsECN,theblackicarus the drool bro he was drooling,29.5844,-95.5224,2013-04-25 05:49:24
small_purple,Houston,DRomero02,ill give you all the time you need just dont forget im waiting,30.3318,-97.687,2013-04-25 06:46:56
small_purple,Houston,adambounds,jillkrouse httptcodtoc482qza,30.3882,-97.7414,2013-04-25 06:49:54
small_purple,Houston,ashleyshears,did it to yourself,30.6983,-95.5443,2013-04-25 07:47:07
small_purple,Houston,SB_HoustonDeals,56 off at angus grill brazilian steak house httptcophcrhdj9ha,29.7381,-95.4893,2013-04-25 12:46:30
small_purple,Houston,lanceyo_,omfg,30.457,-97.657,2013-04-25 12:47:04
small_purple,Houston,Ashley20509,nvrmind its bad ,30.1696,-97.7829,2013-04-25 12:47:55
small_purple,Houston,Dhart_Bitch,a young nigga finna shut the city diwn tonight,29.7553,-94.9315,2013-04-25 12:47:57
small_purple,Houston,Heidi_LovesYou_,haiiifugugly ima   try c okay ,29.9893,-95.253,2013-04-25 13:44:48
small_purple,Houston,jacobpwhitaker,gotta love peoples wireless names  cardiff ranch httptcowpgcanqamj,29.7293,-95.8401,2013-04-25 14:45:35
small_purple,Houston,ciscobangz,i just realized this year is going to be 10 years of me being in the united states,29.5872,-95.1508,2013-04-25 14:46:18
small_purple,Houston,AndreBBVi,during my day i catch myself closing my eyes and taking a deep breath i say to myself everything is all good positiveselftalk,30.303,-97.6762,2013-04-25 14:46:26
small_purple,Houston,j_la_11,powerlifters101 we dont need supplements we earn our strength,28.8308,-96.9989,2013-04-25 15:44:52
small_purple,Houston,CrimDelaKyle,hold in place mf i wanna get outta here,29.9984,-97.1652,2013-04-25 15:45:10
small_purple,Houston,eric_souksouk,did better than i thought i would on my molecular test,30.3035,-97.7301,2013-04-25 15:45:44
small_purple,Houston,dontcallmemary,robreedy ill still be bored,29.5683,-95.0248,2013-04-25 16:44:15
small_purple,Houston,mitchb_84,can we leave,30.4624,-97.6164,2013-04-25 16:44:39
small_purple,Houston,marcee_xo,i went to pick up my check and they said is already deposited in the bank 💸💵,29.7778,-95.1909,2013-04-25 16:44:51
small_purple,Houston,Ceddy_P,tonibologna12 tell me about it smh but its really helpful if you know what you are doing lol,30.4375,-97.6734,2013-04-25 16:44:53
small_purple,Houston,ClevengerTaylor,melcershelby shoot looks like it loll,30.2411,-97.7107,2013-04-25 16:47:48
small_purple,Houston,IttyBitty_Luv,jeanniebesos ☝😹 true so very truueeee 👏💯,29.8134,-95.4596,2013-04-25 17:45:31
small_purple,Houston,manuelizcool,brittbratt0413 hahahaha,30.167,-97.8115,2013-04-25 17:45:53
small_purple,Houston,bertt_bertt,“jwashington07 “smodgeee treating myself to a manicure and pedicure 💅”/
/
what about me lol” 👈👈👈fruitcake,29.5594,-95.2557,2013-04-25 17:47:14
small_purple,Houston,Austin_CP,aisd facilities director resigns as 892 million bond election nears the austin school district’s director of httptco7qhagolqej,30.2696,-97.7436,2013-04-25 18:47:35
small_purple,Houston,Yarethsalgado1,spanish class is so boring d,29.7962,-95.394,2013-04-25 19:44:47
small_purple,Houston,AlexaGignac,id like to think my future husband is off creating his own company right now and ill meet him once he can afford me 😉👏👑💏💰🙆💎❤,28.6605,-97.0471,2013-04-25 20:44:56
small_purple,Houston,Blanka_Starr,am miss jessica ♡,29.8451,-95.2822,2013-04-25 20:45:22
small_purple,Houston,ZsaZsaRenee_,taco stress relief just what the dr ordered lol love take out for supper  lupe tortilla mexican restaurant httptco6lxlict9pz,29.5581,-95.3866,2013-04-25 21:44:50
small_purple,Houston,FuccYouImMe,oomf text me but didnt text bacc,31.3453,-94.7205,2013-04-25 21:45:22
small_purple,Houston,KerryInDaNameOf,does anyone actually use the toaster effect on instagram,30.1259,-95.2789,2013-04-25 21:45:55
small_purple,Houston,AyeMoneyyyyy,oh that and keep your legs closed on amp off the field,29.5593,-95.7666,2013-04-25 21:46:18
small_purple,Houston,wallflowerjamie,my mom talks shit about me to my friends,30.0819,-95.175,2013-04-25 21:47:08
small_purple,Houston,nyomii_45,ayoobigpoppa mine cause youu know why lol ,30.1035,-95.2031,2013-04-25 21:48:00
small_purple,Houston,EG_MOTHERFUCKER,ofwgktadranat eh ,29.726,-95.3205,2013-04-25 22:46:33
small_purple,Houston,CMorrow_01,cassfrench1 cause you turned lol,31.7374,-95.6497,2013-04-25 22:46:51
small_purple,Houston,maddieudall123,musclemantaylor l0velybrittany hahahahahah good one,29.6622,-95.0815,2013-04-25 22:47:52
small_purple,Houston,mily2161,hopefully my peers like my idea,29.6908,-95.2698,2013-04-25 23:44:07
small_purple,Houston,JordanMalik4,tylerarnold yeah i know lol he didnt wanna see ball on his pe class lmao,29.8828,-97.6636,2013-04-25 23:46:53
small_purple,Houston,katty_lz,it was a fun day today,29.6772,-95.3389,2013-04-25 23:46:58
small_purple,Houston,Hailey_Cavazos,my phone aggravating the hell out of me,28.8012,-96.9813,2013-04-25 23:47:21
small_purple,Houston,CookingChickTX,im at games people play inc httptcoxkdveckfz3  gppgolf beaumont tx httptcof8pmdzbdqz,30.0669,-94.1605,2013-04-25 23:47:45
small_purple,Houston,Rissohhh,missing my baby gtlt,29.7676,-95.3571,2013-04-25 23:47:53
small_purple,Houston,kimmyvel,kathyvel lisandro316 hahaha,29.6977,-95.2934,2013-04-26 00:44:30
small_purple,Houston,__MariaR,lopezjenny of course beautiful ,29.7185,-95.2908,2013-04-26 00:45:34
small_purple,Houston,vanelizvasquez,iamlesliegrace look so pbeautiful billboards2013 premiosbillboard2013,29.6994,-95.5662,2013-04-26 00:46:15
small_purple,Houston,AgapeDatRealLuv,lol bentley is a true ladies man,30.2069,-93.1956,2013-04-26 00:46:42
small_purple,Houston,_Tayylllaaasss,“watchoutjane im so pissed off 😔”,29.4111,-94.9066,2013-04-26 00:47:29
small_purple,Houston,ThtPrettyGrlNat,cant feel the pain,29.1437,-95.6479,2013-04-26 00:47:50
small_purple,Houston,Emilaayy_23,played bs w angel david and camilo in 5th period gtgtgtgtgtgt cx,29.6957,-95.1622,2013-04-26 01:44:58
small_purple,Houston,YunngPac1,just posted a photo  under a tree httptcosmx5mwxwou,29.5282,-95.3719,2013-04-26 01:45:10
small_purple,Houston,carolineowens28, falls off bench  /
totalcarolinemove tcm badluckcaroline,30.085,-94.1412,2013-04-26 01:46:56
small_purple,Houston,mar_xovo,real is hard to find,30.2159,-97.7984,2013-04-26 01:47:22
small_purple,Houston,alexblasig,jets better hope a quality qb falls to 2nd round,30.2929,-97.7447,2013-04-26 01:47:35
small_purple,Houston,HenryCuellar93,4th quarter,29.7807,-95.205,2013-04-26 03:44:47
small_purple,Houston,florescandice7,princessashlee1 lol what he say,28.5947,-96.6363,2013-04-26 03:47:00
small_purple,Houston,RealRocBoyDrew,happy happy happy,28.9506,-95.3538,2013-04-26 03:47:30
small_purple,Houston,pat70wms,feels good to be home,29.8513,-95.2739,2013-04-26 03:47:30
small_purple,Houston,Nannabannanaa,juans5 gtlt lol oh okay sure lol looking for signal yeah right,30.3679,-97.6967,2013-04-26 04:44:07
small_purple,Houston,iPraiz,when you have nothing left to lose thats when you can afford to risk it all  john mitchell,30.431,-97.6972,2013-04-26 04:44:27
small_purple,Houston,hThibbb,jmrbn oh but im miss you guys even more,29.6186,-95.1041,2013-04-26 04:45:05
small_purple,Houston,nikole_believe,i cant even watch the modern version of hamlet /
this sucks ,30.2154,-95.5651,2013-04-26 04:47:59
small_purple,Houston,GabbyMendoza11,“mrzombieprince gabbymendoza11 ddlb95 yes zoo right now” no freaking zoo hes trying to kidnap me you guys 😭,29.5766,-97.576,2013-04-26 04:48:41
small_purple,Houston,_ChRiS_83,gerardo45e ummm why,29.7735,-95.0017,2013-04-26 04:49:47
small_purple,Houston,Young_Whoopa,16,31.3804,-94.7249,2013-04-26 05:45:39
small_purple,Houston,Alexis_isUGLY,how fuckin rude rt defineexotic thats what you get show off haalexisisugly i left my breakfast klub lemonade at the hotel 😩😩😩,29.9174,-95.6561,2013-04-26 05:47:02
small_purple,Houston,AliiiRomero,i luh ya mas time for bed night night ,30.359,-95.4749,2013-04-26 08:49:13
small_purple,Houston,Bon_Isa_Pro,eatgreedy22 i mean,31.7259,-96.1746,2013-04-26 11:47:49
small_purple,Houston,_ChloeeeeAnn,i see where im at on the level of importance 👍,30.2473,-95.198,2013-04-26 12:47:12
small_purple,Houston,greatrepitition,i jusy saw supert0ilet in the hallway and she waved at the guy in front of me and i thought she was waving at me lt3,29.6809,-95.1802,2013-04-26 14:44:41
small_purple,Houston,veraafied,amberraepro alexlent  hahahah corn dog ,30.2108,-95.7617,2013-04-26 14:46:00
small_purple,Houston,_SuckMyBiggToee,cant wait till i get home 🙏,29.9821,-95.2481,2013-04-26 15:46:23
small_purple,Houston,SouljaMontana_,when it come to wackin niggas i dnt want awards,30.4886,-97.6182,2013-04-26 16:45:41
small_purple,Houston,fuck0ffsandra,benitezemily is the most realest bitch in dv gaahdamn,30.1709,-97.6223,2013-04-26 16:46:16
small_purple,Houston,HouJobs,it job in houston  tx technical hardware analyst ii at city of houston httptco7ampfucjln jobs tweetmyjobs,29.7629,-95.3831,2013-04-26 17:47:24
small_purple,Houston,SerafiaMusic,im going to put it out into the universe that i truly want my career endeavors take me out of the us i miss traveling already,30.3248,-97.7035,2013-04-26 17:47:40
small_purple,Houston,BDeLaBooty,i only made love twice with my first and with my last ,29.6093,-95.2524,2013-04-26 17:47:42
small_purple,Houston,aniamelgee,bitch stop,30.584,-96.2936,2013-04-26 17:48:07
small_purple,Houston,_ChloeeeeAnn,when this guy talks about drugs it just makes me think about my uncle gosh i miss you so much,30.2476,-95.1976,2013-04-26 18:47:17
small_purple,Houston,devvvnicole,good luck lady hornets,30.1664,-93.242,2013-04-26 19:44:35
small_purple,Houston,AV_LSC1,extra ticket holla at ya guala,30.4839,-97.5775,2013-04-26 20:45:19
small_purple,Houston,isabelleperez10,damaris finally got her eyebrows done 😁🙏🙌,30.3599,-97.7462,2013-04-26 20:45:58
small_purple,Houston,airraaa_,fuegooo,29.5864,-95.7767,2013-04-26 20:46:22
small_purple,Houston,uihero,im at the driskill  driskillhotel austin tx w 2 others httptcoa4rwt642ss,30.2679,-97.7416,2013-04-26 21:44:14
small_purple,Houston,Hailey_Cavazos,things didnt feel right or dont 😳,28.8012,-96.9813,2013-04-26 21:46:24
small_purple,Houston,t_raww_7,ohsootrill im down,30.5387,-97.563,2013-04-26 22:47:02
small_purple,Houston,MINDoFaM_ANIAC,done fuck up today smh,31.5843,-94.6391,2013-04-26 23:44:34
small_purple,Houston,CougarBaiiit,lol,30.6375,-96.3173,2013-04-26 23:45:33
small_purple,Houston,Envying_Me,my mother in laws looking at cute cars that are tiny showing me all these cars omg i think im going to be getting a new car soon😍😆🚘,29.8135,-95.4598,2013-04-26 23:47:01
small_purple,Houston,rudy12guerrero,cowboysteam dallascowboys lacy waaaait cowboysnation,28.8315,-96.9809,2013-04-26 23:47:50
small_purple,Houston,OscarDenova,jaquelinloza me two,30.4075,-97.6346,2013-04-27 00:44:51
small_purple,Houston,queenbjackie,walk into food town and forget wtf i came here for,29.6994,-95.2421,2013-04-27 00:47:15
small_purple,Houston,Paigee3471_,alyssathaler supp slut,29.9881,-95.9339,2013-04-27 01:44:53
small_purple,Houston,ThatFagMonica,“danabalderas baby take your time theres no need to rush”,30.0655,-95.3902,2013-04-27 01:46:32
small_purple,Houston,_Rodriguez2015,i really did want to see oomf today,28.9787,-95.9577,2013-04-27 01:46:49
small_purple,Houston,jblanco614,its over,29.6579,-95.2103,2013-04-27 01:47:31
small_purple,Houston,benhodgin,im at that age where if im going out ive got to chug 3 red bulls otherwise just tuck me in with a cup of honey tea decaf please,30.2444,-97.7547,2013-04-27 01:47:34
small_purple,Houston,YuriKingCole,jaqlyn10 whats yo ig name,29.6433,-95.43,2013-04-27 02:44:10
small_purple,Houston,PierceWhitney,my background gtgtgt 💛,29.6972,-96.8038,2013-04-27 02:46:48
small_purple,Houston,SanchezMaRii,sometimes i feel like disconnecting my phone i dont text or call anyone loser,29.7228,-95.2899,2013-04-27 02:48:06
small_purple,Houston,PierceWhitney,roll down the window turn it on up 🎶,29.6971,-96.8039,2013-04-27 03:46:57
small_purple,Houston,Randi_Danielle2,no,30.006,-97.1547,2013-04-27 03:47:43
small_purple,Houston,_MichaelBruce_,alexismooreee hahaa i dont know what happened since then 😐😂,30.1607,-96.797,2013-04-27 04:44:19
small_purple,Houston,Valarieeeeee,jujujulian21 youre not even good at pool,30.2082,-97.7885,2013-04-27 04:47:29
small_purple,Houston,ana_cantu_,totalmente feliz y enamorada,29.7886,-95.1767,2013-04-27 04:47:42
small_purple,Houston,_iAmEvelyn,im better right now,29.6387,-95.4679,2013-04-27 04:47:47
small_purple,Houston,lonamcjope,davewantbeer thanks i would have liked to go to cottonwoodbar tonight and met up decided to be a homebody though,29.6614,-95.0791,2013-04-27 04:49:17
small_green,Chicago,iKyle13,got me wearing sweats n a hoody,42.1346,-89.2762,2013-04-14 08:23:24
small_green,Chicago,calvinvsykes,pandora shaking,42.9962,-87.9239,2013-04-14 08:24:23
small_green,Chicago,devqik,i cant blow smoke rings ,43.0442,-87.9051,2013-04-14 08:29:17
small_green,Chicago,DJB_A_M_N_,gemsaidit u guys ok right,41.8017,-87.6429,2013-04-14 08:29:51
small_green,Chicago,CollinKillaa,✌😴,41.6587,-87.7617,2013-04-14 09:27:36
small_green,Chicago,carla_ruthh,“iamkennedyk be happy with who you are now and let your positivity inspire your journey into tomorrow”,42.1199,-85.8323,2013-04-14 12:24:23
small_green,Chicago,iLovHisDimples,youknowmerehoe good morning ,41.6893,-87.6687,2013-04-14 13:23:37
small_green,Chicago,lcopas33,chew  tobbacca chew tobbaca chew tobbaca spit,40.16,-85.91,2013-04-14 13:27:11
small_green,Chicago,heyitsdom,motto for sand volleyball when in doubt play wildn0bility heabeast beastmode,42.2842,-85.6146,2013-04-14 14:26:02
small_green,Chicago,D_Greene6,rise and shine kcjhoop and csnbullsinsider any word on whos in an out for today,41.6988,-87.7508,2013-04-14 14:27:28
small_green,Chicago,tmj_INL_NURSING,tweetmyjobs nursing job alert cna ft nights ktcrgreater lafayette  lafayette  in httptco1cdo5bqxek jobs,40.4167,-86.8753,2013-04-14 15:25:26
small_green,Chicago,KristinaGebel,i went to bed 4 hours agowhy can i not fall asleep,42.4806,-88.0896,2013-04-14 15:26:10
small_green,Chicago,bellaboobear69,danielcrumpler is that a fat joke,43.0021,-88.0342,2013-04-14 16:23:10
small_green,Chicago,awholelotofcox,seriously all i wanna do today is hang out with my cats,40.1559,-86.7941,2013-04-14 16:23:30
small_green,Chicago,BlacBrazilian_,blessed somebody didnt wake up this morning but i did,41.7668,-87.6845,2013-04-14 16:24:06
small_green,Chicago,JackDaniels_78,collinsmith well fuck me well be there,42.9648,-87.9724,2013-04-14 16:26:40
small_green,Chicago,Beautiful_drugg,amosraythe4th,42.1027,-86.4416,2013-04-14 17:23:48
small_green,Chicago,Ray1414,thankful to play the beautiful game on a beautiful day realize that not all are as lucky happy birthday conor goconorgo,41.8932,-87.6139,2013-04-14 17:23:57
small_green,Chicago,czimmerman16,lukebontrager last march was in the 70s,43.1761,-85.4489,2013-04-14 17:24:05
small_green,Chicago,BrainTacosJesse,joshrmke a little bit still trying to take it easy tho ,42.9604,-87.9158,2013-04-14 17:26:06
small_green,Chicago,mariahlukenbill,ryanbui if you have a bladder infection it helps you through it,41.6994,-86.217,2013-04-14 17:26:14
small_green,Chicago,sophiathai,im at five guys chicago il w 2 others httptcoubkzw6wloj,41.9256,-87.6405,2013-04-14 17:26:45
small_green,Chicago,2Spikez,allydelks yea you need to ,41.6633,-85.9721,2013-04-14 17:28:05
small_green,Chicago,ChavalagG,tavoriveramusic omg how cuteeee,41.7899,-87.7128,2013-04-14 17:28:15
small_green,Chicago,BlackIce2585,im at discoveryworld milwaukee wi w 5 others httptcomts5efqhtq,43.0368,-87.8958,2013-04-13 19:24:30
small_green,Chicago,AngelaL__,cubs  wrigley field  mlb for san francisco giants vs chicago cubs w 388 others httptcoenqk9hfmyf,41.9483,-87.6555,2013-04-13 19:24:33
small_green,Chicago,dylstein3,verified iamtoocold,41.8304,-90.2793,2013-04-13 19:25:50
small_green,Chicago,lil_lelaina,getting sushi gtgtgt,41.4926,-87.9008,2013-04-13 20:23:36
small_green,Chicago,jacecole,im at the butcherlarder chicago il httptco7x0e5295cl,41.9005,-87.662,2013-04-13 20:24:11
small_green,Chicago,nickisfr35h,thank fucking baby jesus on earth heaven and god i do not have to return to that god forsaken place for two days,42.4499,-85.6601,2013-04-13 20:24:45
small_green,Chicago,jessiecollins_3,ohhaythere cant be attracted to swag forever,41.0667,-85.0399,2013-04-13 20:25:54
small_green,Chicago,maddyminehart,this pitcher for texas aampm ,41.3703,-85.0487,2013-04-13 21:23:17
small_green,Chicago,LexxgetwEird_x0,i wanna do something fun todaay,41.7778,-87.782,2013-04-13 21:23:25
small_green,Chicago,_xRiri,nbs,43.1183,-88.0779,2013-04-13 21:23:38
small_green,Chicago,Tyfuentes,inausedtoluvher revofevxx  hope it hurts,41.955,-87.7008,2013-04-13 21:23:59
small_green,Chicago,no_swett,i need a stick two actually pretty firm isthatsupposedtobedirty ,42.9645,-85.8848,2013-04-13 21:24:30
small_green,Chicago,Cam_ker,feel like i need to shower after eating taco bell haa gross but good,42.8486,-85.5666,2013-04-13 21:26:52
small_green,Chicago,OHSNAP_itsjChap,thats my fucking luck dude,41.1171,-85.1239,2013-04-13 22:23:11
small_green,Chicago,Little_Bit80,meechellee conormcginty talks 2 u secret formula,41.9938,-88.6959,2013-04-13 22:23:30
small_green,Chicago,CVPO_FLVCKO,his4evergirl dm me your number ima call you,41.8113,-87.6217,2013-04-13 22:23:38
small_green,Chicago,kenny98238679,justinbieber letmehugjustin so,41.7573,-87.5561,2013-04-13 22:23:54
small_green,Chicago,__mattjones,on a date with my beautiful wife  im blessed  san chez  a tapas bistro amp cafe httptcoiclwiqf4hi,42.963,-85.6697,2013-04-13 22:24:08
small_green,Chicago,chicagoprepster,finally jumping on the vinewagon,41.9253,-87.6597,2013-04-13 22:25:15
small_green,Chicago,DuaneDrzadinski,transfermke literally got the last table sweet eatlocal at transfermke w 3 others pic httptco4lfok21qyf,43.0122,-87.9112,2013-04-13 22:25:30
small_green,Chicago,marsantin11,y los carros no podian faltar para este señor chiquito 🚙🚗🚕  kohls children museum httptcosarh7f9m1t,42.1083,-87.8337,2013-04-13 22:25:36
small_green,Chicago,thomasav,marcmaron oh man officialdannyt in maron im sold the man can do no wrong,42.9761,-85.6446,2013-04-13 23:23:10
small_green,Chicago,jhughes_1231,“natemorrison50 meek mill is a beast forrealthough” rt,41.0657,-86.2162,2013-04-13 23:24:54
small_green,Chicago,MrsCJ2003,im at ironwood golf coursecountry club normal il httptcok5ce7zh4fh,40.546,-88.955,2013-04-13 23:25:14
small_green,Chicago,samanthaharer,people getting mad because i wont stop what im doing and talk to them at work guys my gm was there im not getting yelled at,41.4031,-88.257,2013-04-13 23:25:45
small_green,Chicago,inndiiaa,you lowkey look like a dude,42.3086,-88.9808,2013-04-13 23:27:07
small_green,Chicago,jessicawebber10,today was beyond fun so many amazing people now grrs birthday ,41.3564,-88.4203,2013-04-13 23:27:07
small_green,Chicago,garcianora2002,klontiveros  se muy rico whats the shrimp marinated in ,43.2568,-85.8982,2013-04-14 00:23:29
small_green,Chicago,1060WAddison,harrison ford  greatness  amc river east 21  amctheatres for 42 w 20 others httptcoytyvirhdl8,41.8912,-87.6192,2013-04-14 01:23:33
small_green,Chicago,ohhhhjesse,fed up,41.734,-88.2298,2013-04-14 01:24:42
small_green,Chicago,Cody_heffner,kkkimcornejo hey love you to,41.5852,-88.1983,2013-04-14 01:25:23
small_green,Chicago,CFD_SQ2,our girlclaremcrow champion chigoldglove httptcodl17pv9gcq,41.8546,-87.7537,2013-04-14 01:25:59
small_green,Chicago,scottiehutch,jennaraetor so 8pm your time,41.0925,-85.1338,2013-04-14 02:24:01
small_green,Chicago,tyler19h,my nights over,41.8317,-88.1219,2013-04-14 02:24:05
small_green,Chicago,Roger1397,yourdearestalma take a joke,41.6551,-87.9936,2013-04-14 02:24:13
small_green,Chicago,smeelee,ahhhhh bug bug bug httptcoev1lgrhdvi,43.0376,-87.9335,2013-04-14 02:24:38
small_green,Chicago,RPG828,northbrook  northbrook court shopping center httptcocqj6fmhfg9,42.1508,-87.8169,2013-04-14 02:25:06
small_green,Chicago,_EricWilliams_,i like the cloudsss,42.2777,-85.6419,2013-04-14 02:25:32
small_green,Chicago,purduefanatic,diary of jane is by far one of my favorite songs ever,40.4285,-86.8987,2013-04-14 02:26:22
small_green,Chicago,SoniaMozek,filling up with pretzel sticks at bar this place sucks hot and expensive band is cool though badfish419 httptcosgcpmv8maz,41.9674,-87.6879,2013-04-14 02:26:23
small_green,Chicago,thenotoriouscrd,11aschmidt thepeterpan13 this dude we all fuck with that looks like beans off even stevens,40.9491,-87.2193,2013-04-14 02:26:28
small_green,Chicago,Schmic07,lexidauk seriouslyy id have better aim with my eyes closed,40.5124,-88.9943,2013-04-14 02:26:30
small_green,Chicago,MiraRoldan,lol its so hard to keep a convo with you now were just two different people now we grew apart,42.0641,-88.2434,2013-04-14 02:26:32
small_green,Chicago,Rosiepoo_Unowho,birfday girl sheslegal  andtaken httptconyk7emizir,42.8677,-88.0734,2013-04-14 03:23:26
small_green,Chicago,EricMunoz98,rogecatalan kingjames obviously not if we lost to youse last time we need wadee,41.664,-87.5582,2013-04-14 03:24:17
small_green,Chicago,karo_kya,cassiekuipers that snapchat 😂😂,42.8156,-85.6531,2013-04-14 03:25:40
small_green,Chicago,jereid27,drinking a lagunitas sucks  brown shugga substitute ale by lagunitast  the reid institution — httptcofcrukqweds,41.429,-88.2723,2013-04-14 04:24:52
small_green,Chicago,kennn_kennn,andrea listening too panty wetter gtgtltltltltltgtlt,41.6841,-86.381,2013-04-14 04:25:52
